암호화요양기호,요양기관명,종별코드명,시도코드명,시군구코드명,주소,전화번호,총의사수,난임시술(인공),난임시술(체외),난임시술(전체),제공시술유형
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ5OSQzNjEwMDIjNjEjJDEjJDAjJDgz,윤호병원,병원,서울,강남구,"서울특별시 강남구 압구정로 304, 윤호병원 (지하1층,지하2층,1층~4층,7층)  (신사동)",02-512-0500,3,1,0,0,인공수정
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQwMyQzNjEwMDIjNjEjJDEjJDgjJDgz,은산부인과의원,의원,서울,은평구,"서울특별시 은평구 연서로 137, 4층 (구산동)",02-359-7175,1,1,0,0,인공수정
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQyIyQxIyQwMCQyNjEyMjIjNDEjJDEjJDQjJDgz,은혜산부인과의원,의원,서울,은평구,"서울특별시 은평구 진흥로 133, D동 B2,B1,2~4층 (대조동)",02-353-4307,2,1,0,0,인공수정
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjE0ODEjODEjJDEjJDYjJDgz,의료법인 길의료재단 길병원,상급종합,인천,인천남동구,"인천광역시 남동구 남동대로774번길 21-0, 의료법인길의료재단길병원",,330,1,1,1,인공+체외
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ3MiQyNjE0ODEjNDEjJDEjJDgjJDgz,의료법인 마리아의료재단 마리아의원,의원,경기,안양동안구,"경기도 안양시 동안구 동안로 120, 평촌스포츠센타 8,9층 (호계동)",031-470-7600,3,1,1,1,인공+체외
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ5OSQzNjE0ODEjNDEjJDEjJDQjJDgz,의료법인 미나의료재단 여수문화병원,병원,전남,여수시,"전라남도 여수시 대치3길 26,  (여서동)",061-650-5000,7,1,0,0,인공수정
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ5OSQzNjE0ODEjNDEjJDEjJDQjJDgz,의료법인 아인의료재단 아인병원,병원,인천,인천미추홀구,"인천광역시 미추홀구 경인로 372, 201동 지하1,지상3~12층 ,13층일부호 (주안동, 포레나 미추홀)",032-247-2000,92,1,1,1,인공+체외
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQyIyQ1IyQwMCQzNjEwMDIjNjEjJDEjJDQjJDgz,의료법인경동의료재단효성병원,병원,대구,대구수성구,"대구광역시 수성구 수성로 194, 효성병원(본관) (중동)",053-766-7070,40,1,1,1,인공+체외
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ3MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,의료법인내일의료재단 현대여성아동병원,병원,전남,순천시,"전라남도 순천시 장선배기1길 8,  (조례동)",061-720-1111,17,1,1,1,인공+체외
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ4OSQ0NjE0ODEjODEjJDEjJDYjJDgz,의료법인마리아의료재단 마리아의원,의원,부산,부산연제구,"부산광역시 연제구 월드컵대로 125, 7,8층 (연산동)",051-441-6555,3,1,1,1,인공+체외
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ3MiQ0NjEwMDIjODEjJDEjJDIjJDgz,의료법인마리아의료재단 마리아의원,의원,대구,대구동구,"대구광역시 동구 동부로22길 2, 4(401),7,8층 (신천동)",053-943-6555,6,1,1,1,인공+체외
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3OSQzNjE4MzIjNjEjJDEjJDQjJDgz,의료법인마리아의료재단마리아병원,병원,서울,송파구,"서울특별시 송파구 송이로 152, 마리아 의료재단 새병원 (가락동)",02-2152-6555,9,1,1,1,인공+체외
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ2MiQzNjEyMjIjNTEjJDEjJDYjJDgz,의료법인마리아의료재단마리아병원,병원,서울,동대문구,"서울특별시 동대문구 천호대로 20, (신설동)",02-2234-6555,11,1,1,1,인공+체외
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzMxIyQyIyQzIyQwMCQzNjEwMDIjNjEjJDEjJDQjJDgz,의료법인마리아의료재단마리아의원,의원,서울,중랑구,"서울특별시 중랑구 망우로 267, (상봉동)",02-2218-7555,7,1,1,1,인공+체외
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQ5OSQ0NjEwMDIjODEjJDEjJDYjJDgz,의료법인마리아의료재단마리아의원,의원,경기,고양일산동구,"경기도 고양시 일산동구 중앙로 1060, 2,3층,4(일부)층 (백석동)",031-924-6555,6,1,1,1,인공+체외
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ4OSQyNjEwMDIjNjEjJDEjJDAjJDgz,의료법인마리아의료재단마리아의원,의원,경기,부천원미구,"경기도 부천시 원미구 길주로 205, 솔라리움A동 401,402,403호 (중동)",032-361-6555,5,1,1,1,인공+체외
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxOTYxIzUxIyQxIyQxIyQ4MiQyNjE0ODEjNzEjJDEjJDgjJDgz,의료법인마리아의료재단마리아의원,의원,대전,대전서구,"대전광역시 서구 청사로 148, 203호,206~208호 (둔산동)",042-522-6555,3,1,1,1,인공+체외
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,의료법인마리아의료재단수지마리아의원,의원,경기,용인수지구,"경기도 용인시 수지구 신수로 767, 분당수지 U-TOWER ,A동 301,318,319,320,321,322,323,324호 (동천동)",031-8019-5555,7,1,1,1,인공+체외
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ4MiQzNjEyMjIjNTEjJDEjJDIjJDgz,의료법인삼정의료재단포항여성병원,병원,경북,포항북구,"경상북도 포항시 북구 포스코대로 269, (죽도동)",054-274-7775,16,1,1,1,인공+체외
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQ3MiQyNjE4MzIjNjEjJDEjJDgjJDgz,의료법인상운의료재단(분소) 동탄제일아이희망의원,의원,경기,화성시,"경기도 화성시 삼성1로 130, 세정인디안타워 101,201호 (석우동)",031-613-7797,7,1,1,1,인공+체외
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ5OSQzNjE4MzIjNDEjJDEjJDgjJDgz,의료법인성광의료재단 잠실차여성의원,의원,서울,송파구,"서울특별시 송파구 올림픽로 269, 2,3층 (신천동, 롯데캐슬골드)",02-3457-9500,8,1,1,1,인공+체외
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjE4MzIjNTEjJDEjJDIjJDgz,의료법인성광의료재단일산차병원,종합병원,경기,고양일산동구,"경기도 고양시 일산동구 중앙로 1205, 지하1층(일부),지하2층,지하4층(일부),1층(일부),2층(일부),3층(일부),4~5층,6층(일부), 7~10층 (장항동)",031-782-8300,98,1,1,1,인공+체외
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNTEjJDEjJDIjJDgz,의료법인안동병원,종합병원,경북,안동시,"경상북도 안동시 앙실로 11,  (수상동)",054-840-1004,107,1,0,0,인공수정
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQ0NjEwMDIjNjEjJDEjJDAjJDgz,의료법인한마음의료재단 여수제일병원,종합병원,전남,여수시,"전라남도 여수시 쌍봉로 70,  (학동)",061-689-8123,54,1,0,0,인공수정
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQxMyQ0NjE0ODEjNzEjJDEjJDgjJDgz,이룸여성의원,의원,부산,부산사하구,"부산광역시 사하구 낙동남로 1417, 10~11층 (하단동)",051-803-2616,2,1,1,1,인공+체외
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ4OSQyNjEwMDIjNTEjJDEjJDIjJDgz,이은지마리산부인과의원,의원,대구,대구수성구,"대구광역시 수성구 달구벌대로 2397, 17층 (범어동, KB손해보험 대구빌딩)",053-745-5888,1,1,1,1,인공+체외
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ5OSQzNjE4MzIjNzEjJDEjJDgjJDgz,이은희산부인과의원,의원,충남,천안서북구,"충청남도 천안시 서북구 불당33길 24, 701호 (불당동)",041-567-0020,1,1,1,1,인공+체외
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQxMyQzNjE0ODEjODEjJDEjJDIjJDgz,이정래산부인과의원,의원,경기,평택시,"경기도 평택시 비전5로 20-26, 로데오1103더테라스 301호 (비전동)",031-8054-0015,1,1,1,1,인공+체외
JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ3OSQzNjEwMDIjNDEjJDEjJDgjJDgz,이지산부인과의원,의원,광주,광주광산구,"광주광역시 광산구 사암로 396, (월곡동)",062-958-3000,1,1,0,0,인공수정
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ3OSQzNjEyMjIjNDEjJDEjJDQjJDgz,이찬응산부인과의원,의원,경북,영주시,"경상북도 영주시 광복로 90, (하망동)",054-631-2011,1,1,0,0,인공수정
JDQ4MTYyMiM1MSMkMiMkOCMkMDAkMzgxMzUxIzQxIyQxIyQ3IyQ5OSQyNjEyMjIjODEjJDEjJDYjJDgz,이화벨라여성의원,의원,충북,청주상당구,"충청북도 청주시 상당구 단재로 141-3, (영운동)",043-223-6755,1,1,0,0,인공수정
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ5OSQyNjE4MzIjNjEjJDEjJDQjJDgz,이화에스여성산부인과의원,의원,전북,전주덕진구,"전북특별자치도 전주시 덕진구 기린대로 400, 2,4층 (금암동)",063-277-7722,2,1,1,1,인공+체외
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQyNjEwMDIjNjEjJDEjJDQjJDgz,이화여자대학교의과대학부속목동병원,상급종합,서울,양천구,"서울특별시 양천구 안양천로 1071, (목동)",02-2650-5114,262,1,1,1,인공+체외
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjE0ODEjODEjJDEjJDIjJDgz,인제대학교 해운대백병원,종합병원,부산,부산해운대구,"부산광역시 해운대구 해운대로 875, (좌동)",051-797-0100,236,1,1,1,인공+체외
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNTEjJDEjJDYjJDgz,인제대학교부산백병원,상급종합,부산,부산진구,"부산광역시 부산진구 복지로 75, 진사로83번길 75, 진사로83번길 81, 1층(일부), 3층 (개금동)",051-890-6114,209,1,1,1,인공+체외
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjEwMDIjNDEjJDEjJDgjJDgz,인제대학교일산백병원,종합병원,경기,고양일산서구,"경기도 고양시 일산서구 주화로 170, (대화동)",031-910-7114,175,1,1,1,인공+체외
JDQ4MTg4MSM1MSMkMSMkOCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNDEjJDEjJDQjJDgz,장스여성병원,병원,서울,중랑구,"서울특별시 중랑구 용마산로117길 49, 장스여성병원 비동 (7층 일부제외)동 (망우동)",02-490-4000,8,1,1,1,인공+체외
JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ3MiQyNjEwMDIjODEjJDEjJDYjJDgz,장유산부인과의원,의원,경남,김해시,"경상남도 김해시 번화1로80번길 5, 메카메디칼빌딩 2,3,4층 (대청동)",055-314-9995,4,1,0,0,인공수정
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQ5MiQyNjE0ODEjNjEjJDEjJDQjJDgz,장태기드림산부인과의원,의원,경북,구미시,"경상북도 구미시 신시로 59, 6층 (형곡동, 우인빌딩)",054-457-6699,1,1,1,1,인공+체외
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQyNjE0ODEjNDEjJDEjJDQjJDgz,재단법인아산사회복지재단 서울아산병원,상급종합,서울,송파구,"서울특별시 송파구 올림픽로43길 88, 서울아산병원 (풍납동)",02-3010-3114,1094,1,1,1,인공+체외
JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjODEjJDEjJDIjJDgz,재단법인예수병원유지재단예수병원,종합병원,전북,전주완산구,"전북특별자치도 전주시 완산구 서원로 365, (중화산동1가, 예수병원)",063-230-8114,184,1,1,1,인공+체외
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjE0ODEjNjEjJDEjJDgjJDgz,재단법인일신기독교선교회 일신기독병원,종합병원,부산,부산동구,"부산광역시 동구 정공단로 27, (좌천동)",051-630-0300,34,1,1,1,인공+체외
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNTEjJDEjJDYjJDgz,전남대학교병원,상급종합,광주,광주동구,"광주광역시 동구 제봉로 42,  (학동)",062-1899-0000,266,1,1,1,인공+체외
JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNDEjJDEjJDQjJDgz,전북대학교병원,상급종합,전북,전주덕진구,"전북특별자치도 전주시 덕진구 건지로 20,  (금암동)",063-250-1129,248,1,1,1,인공+체외
JDQ4MTYyMiM4MSMkMiMkOCMkMDAkMzgxMzUxIzQxIyQxIyQ3IyQ5OSQ0NjE0ODEjNDEjJDEjJDQjJDgz,제이산부인과의원,의원,제주,제주시,"제주특별자치도 제주시 연북로 38, 6층 (노형동)",064-747-9100,1,1,0,0,인공수정
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQ5MiQyNjE0ODEjODEjJDEjJDYjJDgz,제일산부인과의원,의원,전북,익산시,"전북특별자치도 익산시 동서로 231, (남중동)",063-840-7500,3,1,1,1,인공+체외
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQ3OSQzNjE0ODEjNDEjJDEjJDQjJDgz,조은미래산부인과의원,의원,경기,김포시,"경기도 김포시 김포한강8로 396, 지오타워 4층 402호 (구래동)",031-992-6622,7,1,0,0,인공수정
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5MiQzNjEwMDIjNjEjJDEjJDgjJDgz,좋은날에 드라마여성병원,병원,부산,부산동래구,"부산광역시 동래구 충렬대로 449, (안락동, 좋은날에드라마여성병원)",051-522-7575,10,1,0,0,인공수정
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjE0ODEjNTEjJDEjJDYjJDgz,좋은문화병원,종합병원,부산,부산동구,"부산광역시 동구 범일로 119, (범일동)",051-644-2002,78,1,1,1,인공+체외
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQxMyQ0NjEwMDIjNjEjJDEjJDQjJDgz,지엔산부인과의원,의원,경기,평택시,"경기도 평택시 비전5로 3, (비전동)",,6,1,1,1,인공+체외
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ3OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,진주미래여성병원,병원,경남,진주시,"경상남도 진주시 진주대로 957, (강남동)",055-760-8000,7,1,0,0,인공수정
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQzNjE0ODEjNTEjJDEjJDIjJDgz,차의과학대학교 강남차병원,종합병원,서울,강남구,"서울특별시 강남구 논현로 566, 강남차병원(역삼동650-9, 606-4, 605외2필지(지하7층~지하1층, 지상2층~7층)) (역삼동)",02-3468-3000,103,1,1,1,인공+체외
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEwMDIjNDEjJDEjJDgjJDgz,차의과학대학교분당차병원,종합병원,경기,성남분당구,"경기도 성남시 분당구 야탑로 59, (야탑동)",031-780-5000,330,1,1,1,인공+체외
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQxMyQzNjE4MzIjODEjJDEjJDYjJDgz,참여성병원,병원,경남,창원마산합포구,"경상남도 창원시 마산합포구 불종거리로 19, (동성동, 참여성병원)",055-249-0600,3,1,0,0,인공수정
JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQ5MiQyNjEwMDIjODEjJDEjJDIjJDgz,참조은산부인과의원,의원,경남,진주시,"경상남도 진주시 진양호로 317, (신안동)",055-741-5151,8,1,0,0,인공수정
JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjE4MzIjNDEjJDEjJDgjJDgz,창원경상국립대학교병원,종합병원,경남,창원성산구,"경상남도 창원시 성산구 삼정자로 11, (성주동, 창원경상대학교병원)",055-214-2000,132,1,1,1,인공+체외
JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQ0NjE0ODEjNzEjJDEjJDgjJDgz,창원한마음병원,종합병원,경남,창원의창구,"경상남도 창원시 의창구 용동로57번길 8, (사림동)",055-225-0000,118,1,1,1,인공+체외
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQyNjE0ODEjNTEjJDEjJDYjJDgz,청담마리산부인과의원,의원,서울,강남구,"서울특별시 강남구 삼성로 712, (청담동)",02-2156-9200,10,1,0,0,인공수정
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQ3IyQ5OSQzNjE4MzIjNjEjJDEjJDQjJDgz,청라여성병원,병원,인천,인천서구,"인천광역시 서구 중봉대로 602, 2~5층,6층일부,9층 (청라동)",032-716-6000,25,1,1,1,인공+체외
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQ4OSQyNjEwMDIjNjEjJDEjJDgjJDgz,청아미즈산부인과의원,의원,충남,아산시,"충청남도 아산시 번영로 204, (모종동)",041-547-2020,5,1,0,0,인공수정
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNjEjJDEjJDgjJDgz,충남대학교병원,상급종합,대전,대전중구,"대전광역시 중구 문화로 282, (대사동)",042-1599-7123,263,1,1,1,인공+체외
JDQ4MTYyMiM1MSMkMSMkOCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEyMjIjODEjJDEjJDIjJDgz,충북대학교병원,상급종합,충북,청주서원구,"충청북도 청주시 서원구 1순환로 776-0, 충북대학교병원",043-269-6114,206,1,0,0,인공수정
JDQ4MTYyMiM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ5OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,충주별산부인과의원,의원,충북,충주시,"충청북도 충주시 사천개1길 2, 청보테라스타워 4~5층 504~509호 (호암동)",043-855-3582,5,1,0,0,인공수정
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNDEjJDEjJDgjJDgz,충청남도 홍성의료원,종합병원,충남,홍성군,"충청남도 홍성군 홍성읍 조양로 224, (홍성읍)",041-630-6114,60,1,1,1,인공+체외
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQxIyQ3IyQxMyQ0NjE0ODEjNjEjJDEjJDgjJDgz,퀸스메디산부인과의원,의원,서울,노원구,"서울특별시 노원구 동일로 1059, (공릉동)",2289-2800,5,1,0,0,인공수정
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ3MiQzNjEwMDIjODEjJDEjJDIjJDgz,퀸스산부인과의원,의원,충남,천안서북구,"충청남도 천안시 서북구 성정공원1길 9-13, (성정동)",041-569-2000,11,1,0,0,인공수정
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ4OSQzNjE0ODEjNDEjJDEjJDgjJDgz,트리니움여성병원,병원,세종시,세종시,"세종특별자치시 한누리대로 1934, 메인타워 (반곡동)",044-270-0114,12,1,1,1,인공+체외
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ3OSQzNjE0ODEjNjEjJDEjJDAjJDgz,포미즈여성병원,병원,서울,양천구,"서울특별시 양천구 공항대로 610, (목동, 정종일산부인과)",02-2651-7500,8,1,0,0,인공수정
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQ5MiQ0NjE0ODEjNjEjJDEjJDQjJDgz,포유문산부인과의원,의원,서울,송파구,"서울특별시 송파구 양재대로60길 3-13, 가락동 문산부인과 (가락동)",02-443-1600,14,1,0,0,인공수정
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzUxIyQxIyQxIyQ5OSQyNjEwMDIjNDEjJDEjJDQjJDgz,푸른산부인과여성의원,의원,전북,전주완산구,"전북특별자치도 전주시 완산구 유연로 158, 3층 (효자동3가)",063-247-2114,3,1,0,0,인공수정
JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ3MiQyNjEyMjIjNDEjJDEjJDQjJDgz,프레메디산부인과의원,의원,광주,광주서구,"광주광역시 서구 무진대로 950, 3,4층 (농성동)",062-363-6655,3,1,1,1,인공+체외
JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz,하나산부인과의원,의원,경남,창원마산회원구,"경상남도 창원시 마산회원구 3·15대로 765-1, 3층 (합성동, 우성빌딩)",055-295-0246,1,1,0,0,인공수정
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjE0ODEjNjEjJDEjJDQjJDgz,학교법인 건양교육재단 건양대학교병원,상급종합,대전,대전서구,"대전광역시 서구 관저동로 158, (관저동)",042-600-9999,184,1,1,1,인공+체외
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEwMDIjNzEjJDEjJDgjJDgz,학교법인 고려중앙학원 고려대학교의과대학부속병원(안암병원),상급종합,서울,성북구,"서울특별시 성북구 고려대로 73, 고려대병원 (안암동5가)",1577-0083,392,1,1,1,인공+체외
JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE4MzIjNDEjJDEjJDgjJDgz,학교법인 울산공업학원 울산대학교병원,상급종합,울산,울산동구,"울산광역시 동구 대학병원로 25, 울산대학교병원 (전하동)",052-250-7000,272,1,1,1,인공+체외
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjE0ODEjNDEjJDEjJDgjJDgz,학교법인 을지학원 대전을지대학교병원,종합병원,대전,대전서구,"대전광역시 서구 둔산서로 95, (둔산동)",042-611-3000,152,1,1,1,인공+체외
JDQ4MTYyMiM4MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ5OSQ0NjEwMDIjNjEjJDEjJDQjJDgz,한나산부인과의원,의원,제주,제주시,"제주특별자치도 제주시 도령로 7, (노형동)",064-711-7717,1,1,0,0,인공수정
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzIxIyQyIyQ1IyQwMCQzNjEyMjIjNjEjJDEjJDgjJDgz,한나여성의원,의원,전북,전주덕진구,"전북특별자치도 전주시 덕진구 기린대로 489, 2,3,4,5,8층 (덕진동1가)",063-250-3500,7,1,0,0,인공수정
JDQ4MTYyMiM4MSMkMSMkOCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjODEjJDEjJDYjJDgz,한마음병원,종합병원,제주,제주시,"제주특별자치도 제주시 연신로 52, (이도이동)",064-750-9000,36,1,1,1,인공+체외
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ4MiQyNjEyMjIjNDEjJDEjJDgjJDgz,한별여성의원,의원,전북,전주덕진구,"전북특별자치도 전주시 덕진구 견훤로 215, (인후동1가)",063-244-3559,6,1,1,1,인공+체외
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQzIyQwMyQzNjE4MzIjNTEjJDEjJDIjJDgz,한빛여성병원,병원,경기,안산단원구,"경기도 안산시 단원구 광덕동로 53, (고잔동)",031-410-3316,7,1,0,0,인공수정
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ4OSQyNjEyMjIjODEjJDEjJDYjJDgz,한아름병원,병원,경남,양산시,"경상남도 양산시 물금읍 범구로 27, 2~6층,10층",055-385-0365,14,1,1,1,인공+체외
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ3MiQyNjE4MzIjNDEjJDEjJDgjJDgz,함춘여성의원,의원,서울,서초구,"서울특별시 서초구 서초중앙로8길 10, 지하~5층 (서초동)",02-522-0123,6,1,1,1,인공+체외
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5OSQyNjE4MzIjNDEjJDEjJDgjJDgz,햇빛병원,병원,서울,강북구,"서울특별시 강북구 도봉로 74, (미아동)",02-983-7771,15,1,0,0,인공수정
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQyIyQ5IyQwMCQyNjE4MzIjNTEjJDEjJDYjJDgz,허유재병원,병원,경기,고양일산동구,"경기도 고양시 일산동구 중앙로 1317, 지하1층~5층,6층 일부, 8층 (장항동)",031-817-1100,19,1,1,1,인공+체외
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ5MiQyNjE4MzIjNDEjJDEjJDgjJDgz,혜성산부인과병원,병원,충남,천안서북구,"충청남도 천안시 서북구 미라2길 18-11, (쌍용동)",041-572-4567,5,1,1,1,인공+체외
