암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,병원홈페이지,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,조산사 인원수,좌표(X),좌표(Y),장비코드명,장비대수
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQyIyQ3IyQwMCQ0NjE0ODEjNTEjJDEjJDIjJDgz,메이퀸이지은산부인과의원,31,의원,310000,경기,311101,안산단원구,선부동,15240,"경기도 안산시 단원구 선부광장1로 10, 동양빌딩 501,502,503호 (선부동)",031-401-7777,http://www.ilovewoman.co.kr,1990-06-07,2,1,0,0,1,0,0,0,0,0,0,0,0,0,126.8072144,37.3355299,인큐베이터,1
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjEwMDIjNTEjJDEjJDYjJDgz,명지성모병원,11,종합병원,110000,서울,110013,영등포구,대림동,7417,"서울특별시 영등포구 도림로 156, 명지성모병원 (대림동)",02-1899-1475,http://www.myongji-sm.co.kr/,1984-08-07,33,1,0,0,32,0,0,0,0,0,0,0,0,0,126.8992626,37.4938623,인큐베이터,1
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ1IyQ5MiQ0NjEwMDIjODEjJDEjJDIjJDgz,모아산부인과의원,31,의원,310000,경기,312400,안성시,석정동,17581,"경기도 안성시 중앙로 368, (석정동)",031-674-7744,,2004-02-02,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.2676156,37.0077318,인큐베이터,1
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzMxIyQyIyQzIyQwMCQ0NjE0ODEjNTEjJDEjJDYjJDgz,모아산부인과의원,31,의원,340000,충남,340700,논산시,취암동,32974,"충청남도 논산시 중앙로 418, (취암동)",041-734-3575,,1999-04-24,3,0,0,0,3,0,0,0,0,0,0,0,0,0,127.0881448,36.2012805,인큐베이터,2
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ4MiQzNjE4MzIjNDEjJDEjJDQjJDgz,모아산부인과의원,31,의원,350000,전북,350300,익산시,신동,54632,"전북특별자치도 익산시 인북로 344, (신동)",063-840-0700,http://www.imoaclinic.com,1999-01-15,2,0,0,0,2,0,0,0,0,0,0,0,0,0,126.9616679,35.9588054,인큐베이터,1
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQ1IyQwMyQyNjE0ODEjNDEjJDEjJDgjJDgz,모아제일산부인과의원,31,의원,310000,경기,312300,김포시,장기동,10077,"경기도 김포시 김포한강11로 147, 2-6층 (장기동, 은성프라자)",031-988-7004,,2017-04-05,4,1,0,0,3,0,0,0,0,0,0,0,0,0,126.679965,37.6461316,인큐베이터,1
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ4OSQyNjEwMDIjNjEjJDEjJDgjJDgz,모태산부인과의원,31,의원,250000,대전,250003,대전서구,둔산동,35230,"대전광역시 서구 대덕대로 191, 1,2,3,4,5층 (둔산동)",042-472-0080,,2012-03-02,3,0,0,0,3,0,0,0,0,0,0,0,0,0,127.3773605,36.3503812,인큐베이터,2
JDQ4MTYyMiM1MSMkMSMkOCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQzNjEyMjIjNTEjJDEjJDYjJDgz,모태안여성병원,21,병원,330000,충북,330104,청주서원구,개신동,28612,"충청북도 청주시 서원구 복대로17번길 57-0, 모태안여성병원",043-272-0001,,2007-05-01,9,2,0,0,7,0,0,0,0,0,0,0,0,0,127.4451711,36.6168707,인큐베이터,2
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQyIyQ3IyQwMCQyNjEwMDIjNDEjJDEjJDgjJDgz,목동제일여성병원,21,병원,110000,서울,110020,양천구,신정동,8019,"서울특별시 양천구 중앙로 300, (신정동)",02-6927-3646,,2018-05-30,4,0,0,0,4,0,0,0,0,0,0,0,0,0,126.8518725,37.5230563,인큐베이터,1
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ4MiQyNjE0ODEjNjEjJDEjJDgjJDgz,목포미즈아이병원,21,병원,360000,전남,360300,목포시,옥암동,58684,"전라남도 목포시 백년대로 418,  (옥암동)",061-260-8000,,2007-03-23,12,0,0,0,12,0,0,0,0,0,0,0,0,0,126.432175,34.8088583,인큐베이터,3
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjE4MzIjODEjJDEjJDYjJDgz,목포한국병원,11,종합병원,360000,전남,360300,목포시,상동,58643,"전라남도 목포시 영산로 483,  (상동)",061-270-5800,http://www.hank.co.kr,1996-05-10,82,0,0,0,79,2,0,0,1,0,0,0,0,0,126.4162693,34.809382,인큐베이터,1
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjE0ODEjNDEjJDEjJDgjJDgz,목포한사랑병원,21,병원,360000,전남,360300,목포시,상동,58664,"전라남도 목포시 백년대로 335,  (상동)",061-280-5500,hanlove.kr/,2003-03-03,12,0,0,0,12,0,0,0,0,0,0,0,0,0,126.42365,34.80585,인큐베이터,2
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ4OSQyNjE4MzIjNTEjJDEjJDYjJDgz,미래로병원,21,병원,210000,부산,210005,부산북구,덕천동,46544,"부산광역시 북구 금곡대로 15, (덕천동)",051-330-5000,http://www.mrro.co.kr,2006-06-01,19,2,0,0,17,0,0,0,0,0,0,0,0,0,129.004449,35.2113115,인큐베이터,2
JDQ4MTYyMiM1MSMkMiMkNCMkMDAkMzgxOTYxIzExIyQxIyQzIyQxMyQyNjE4MzIjNjEjJDEjJDQjJDgz,미래산부인과의원,31,의원,320000,강원,320500,춘천시,소양로4가,24276,"강원특별자치도 춘천시 중앙로 118, (소양로4가)",033-241-7677,http://www.sanbuingua.com/,1998-07-27,9,2,0,0,7,0,0,0,0,0,0,0,0,0,127.7220293,37.8767664,인큐베이터,1
JDQ4MTYyMiM1MSMkMiMkNCMkMDAkMzgxOTYxIzExIyQxIyQzIyQwMyQyNjEyMjIjNDEjJDEjJDQjJDgz,미래산부인과의원,31,의원,320000,강원,320400,원주시,명륜동,26441,"강원특별자치도 원주시 단구로 183, (명륜동)",033-766-8008,,2000-12-29,4,0,0,0,4,0,0,0,0,0,0,0,0,0,127.9487566,37.336073,인큐베이터,1
JDQ4MTYyMiM1MSMkMiMkOCMkMDAkMzgxOTYxIzQxIyQyIyQ3IyQwMCQzNjEwMDIjNjEjJDEjJDgjJDgz,미래산부인과의원,31,의원,330000,충북,330300,제천시,하소동,27162,"충청북도 제천시 용두대로15길 4, 3층 (하소동)",043-645-6336,,2008-06-16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.2011835,37.1393661,인큐베이터,1
JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQwMyQyNjE0ODEjNTEjJDEjJDIjJDgz,미래산부인과의원,31,의원,380000,경남,380702,창원마산합포구,월남동4가,51743,"경상남도 창원시 마산합포구 3·15대로 32, (월남동4가, 미래산부인과)",055-221-3777,http://www.miraehp.co.kr,2002-07-16,2,0,0,0,2,0,0,0,0,0,0,0,0,0,128.5596728,35.1827052,인큐베이터,2
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQxMyQyNjEwMDIjNjEjJDEjJDAjJDgz,미래산부인과의원,31,의원,350000,전북,350500,정읍시,수성동,56163,"전북특별자치도 정읍시 남북로 50, (수성동)",063-536-0011,,2004-03-06,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.8521118,35.5691755,인큐베이터,1
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ4MiQzNjEyMjIjNjEjJDEjJDAjJDgz,미래아이병원,21,병원,210000,부산,210010,부산사하구,하단동,49426,"부산광역시 사하구 낙동남로 1388, (하단동)",051-200-9999,www.miraeihospital.kr/,2009-02-12,10,0,0,0,10,0,0,0,0,0,0,0,0,0,128.9634824,35.1058718,인큐베이터,2
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQ4OSQzNjEyMjIjNjEjJDEjJDAjJDgz,미래아이산부인과의원,31,의원,110000,서울,110003,강서구,등촌동,7550,"서울특별시 강서구 양천로 556, 1-7층 (등촌동, 강서메디칼센터)",02-3665-2002,http://www.i100.co.kr,2004-03-03,16,0,0,0,16,0,0,0,0,0,0,0,0,0,126.8607457,37.5577822,인큐베이터,3
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ3MiQyNjEyMjIjNDEjJDEjJDgjJDgz,미래여성병원,21,병원,210000,부산,210004,부산진구,개금동,47268,"부산광역시 부산진구 가야대로 459, 지하2~지상10층 (개금동)",051-890-9999,,2014-02-10,12,0,0,0,12,0,0,0,0,0,0,0,0,0,129.0223781,35.153604,인큐베이터,2
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQyIyQ3IyQwMCQ0NjE0ODEjNzEjJDEjJDgjJDgz,미래여성병원,21,병원,230000,대구,230007,대구달서구,죽전동,42633,"대구광역시 달서구 와룡로 207, (죽전동)",053-608-7000,http://www.miraemom.co.kr,2001-10-15,15,0,0,0,15,0,0,0,0,0,0,0,0,0,128.5368004,35.85117,인큐베이터,3
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQyIyQ1IyQwMCQ0NjEwMDIjNTEjJDEjJDIjJDgz,미래여성산부인과의원,31,의원,310000,경기,310100,광명시,하안동,14306,"경기도 광명시 범안로 1062, 천일빌딩 1~4층, 6층 (하안동)",806-1001,http://www.miyo.co.kr/,1995-03-03,5,1,0,0,4,0,0,0,0,0,0,0,0,0,126.8807521,37.462745,인큐베이터,2
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ4MiQyNjEwMDIjNjEjJDEjJDAjJDgz,미래와여성산부인과의원,31,의원,350000,전북,350300,익산시,모현동1가,54660,"전북특별자치도 익산시 배산로 66, (모현동1가)",063-837-5555,http://www.miraewoman.com/,2005-07-08,3,0,0,0,3,0,0,0,0,0,0,0,0,0,126.9384954,35.9438138,인큐베이터,1
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQyIyQ3IyQwMCQyNjEyMjIjODEjJDEjJDYjJDgz,미래와희망산부인과의원,31,의원,110000,서울,110001,강남구,논현동,6053,"서울특별시 강남구 언주로 707, 지하1층~11층 (논현동)",02-3446-0011,http://www.miraewa.com/main/main.php,1998-09-23,16,0,0,0,16,0,0,0,0,0,0,0,0,0,127.0350108,37.5162232,인큐베이터,5
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQ5OSQzNjEwMDIjODEjJDEjJDIjJDgz,미래제일산부인과의원,31,의원,220000,인천,220007,인천연수구,청학동,21926,"인천광역시 연수구 먼우금로 189, 501호 (청학동, 소망빌딩)",032-245-0101,http://www.miraecheil.com/,2012-05-29,3,0,0,0,3,0,0,0,0,0,0,0,0,0,126.675868,37.4146343,인큐베이터,1
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkMzgxMzUxIzExIyQxIyQ3IyQwMyQ0NjEwMDIjNjEjJDEjJDAjJDgz,미르피아여성병원,21,병원,350000,전북,350401,전주완산구,효자동2가,55065,"전북특별자치도 전주시 완산구 쑥고개로 343, (효자동2가)",063-211-1004,http://www.mir-pia.com,2013-04-29,8,0,0,0,8,0,0,0,0,0,0,0,0,0,127.1027237,35.8032825,인큐베이터,1
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ5OSQ0NjE0ODEjNjEjJDEjJDQjJDgz,미리안산부인과의원,31,의원,370000,경북,370200,구미시,원평동,39227,"경상북도 구미시 구미중앙로 149, 4,5층 (원평동)",054-441-2277,http://www.mirian.net/index.asp,2003-07-24,6,0,0,0,6,0,0,0,0,0,0,0,0,0,128.3384624,36.1261695,인큐베이터,1
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQyIyQ1IyQwMCQyNjEwMDIjNjEjJDEjJDgjJDgz,미사린산부인과의원,31,의원,310000,경기,311300,하남시,풍산동,12919,"경기도 하남시 미사강변대로34번길 66, 플레이스이안 3, 4층 (풍산동)",031-794-1212,,2020-03-18,4,0,0,0,4,0,0,0,0,0,0,0,0,0,127.1876706,37.5554605,인큐베이터,1
JDQ4MTYyMiM1MSMkMSMkNCMkOTkkMzgxMzUxIzExIyQxIyQzIyQwMyQyNjE4MzIjODEjJDEjJDIjJDgz,미성의료재단 아름다운병원,21,병원,320000,강원,320013,홍천군,홍천읍,25139,"강원특별자치도 홍천군 홍천읍 홍천로 342-10, 342",033-430-9999,,2009-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.8831925,37.6881194,인큐베이터,1
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQ3IyQ4OSQ0NjEwMDIjNjEjJDEjJDAjJDgz,미소래병원,21,병원,310000,경기,312200,파주시,금촌동,10924,"경기도 파주시 금정7길 29, 미소래병원 (금촌동)",031-946-0202,,2012-03-01,3,0,0,0,3,0,0,0,0,0,0,0,0,0,126.7747198,37.7572546,인큐베이터,2
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzExIyQxIyQzIyQ3MiQyNjE4MzIjNDEjJDEjJDQjJDgz,미앤맘산부인과의원,31,의원,340000,충남,340300,공주시,신관동,32581,"충청남도 공주시 번영1로 124, (신관동)",041-840-1000,,2009-07-14,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.1412396,36.4741395,인큐베이터,1
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQ3OSQyNjEyMjIjNzEjJDEjJDgjJDgz,미즈맘 의원,31,의원,340000,충남,340900,당진시,수청동,31771,"충청남도 당진시 당진중앙2로 415, 동성빌딩 2~6.9층 (수청동)",041-355-4800,http://www.041mizmam.co.kr,2008-04-30,10,1,0,0,9,0,0,0,0,0,0,0,0,0,126.645249,36.9005825,인큐베이터,1
JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ3OSQzNjE4MzIjODEjJDEjJDYjJDgz,미즈맘산부인과의원,31,의원,380000,경남,380704,창원의창구,봉곡동,51176,"경상남도 창원시 의창구 원이대로285번길 6, 4,5,6,7,10층 (봉곡동)",055-277-5588,http://www.cwmizmom.com,2016-11-30,3,0,0,0,3,0,0,0,0,0,0,0,0,0,128.6517655,35.2426463,인큐베이터,2
JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMTkxIzMxIyQyIyQ3IyQwMCQzNjE0ODEjNjEjJDEjJDQjJDgz,미즈맘여성의원,31,의원,380000,경남,381000,거제시,상동동,53290,"경상남도 거제시 거제중앙로 1729, (상동동)",055-688-9123,,2013-10-31,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.6317816,34.8740036,인큐베이터,2
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,미즈메디병원,11,종합병원,110000,서울,110003,강서구,내발산동,7639,"서울특별시 강서구 강서로 295, (내발산동)",02-2007-1000,https://www.mizmedi.com/,2000-01-24,62,2,0,0,60,0,0,0,0,0,0,0,0,0,126.8359357,37.5522178,인큐베이터,10
JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQxMyQyNjE0ODEjNzEjJDEjJDgjJDgz,미즈모아여성의원,31,의원,380000,경남,381100,양산시,중부동,50629,"경상남도 양산시 양산역6길 9, 비와이씨마트 6, 7, 8층 (중부동)",055-365-0202,,2005-05-06,4,0,0,0,4,0,0,0,0,0,0,0,0,0,129.0270657,35.337552,인큐베이터,1
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ3MiQzNjE4MzIjNTEjJDEjJDYjJDgz,미즈베베산부인과의원,31,의원,350000,전북,350300,익산시,영등동,54634,"전북특별자치도 익산시 무왕로 1018, (영등동)",063-840-5000,,2019-04-29,3,0,0,0,3,0,0,0,0,0,0,0,0,0,126.9696992,35.9583791,인큐베이터,2
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ5MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,미즈여성병원,21,병원,250000,대전,250003,대전서구,탄방동,35262,"대전광역시 서구 문정로2번길 95,  (탄방동)",042-483-3575,,2006-11-01,8,0,0,0,8,0,0,0,0,0,0,0,0,0,127.3854545,36.3433028,인큐베이터,2
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQyIyQ5IyQwMCQyNjE0ODEjNzEjJDEjJDgjJDgz,미즈여성아동병원,21,병원,360000,전남,360400,순천시,조례동,57947,"전라남도 순천시 조례1길 10-26,  (조례동)",061-720-8022,,2011-06-03,15,0,0,0,15,0,0,0,0,0,0,0,0,0,127.5222126,34.9599395,인큐베이터,8
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQxMyQyNjE4MzIjNjEjJDEjJDQjJDgz,미즈제일여성병원,21,병원,250000,대전,250001,대전유성구,봉명동,34188,"대전광역시 유성구 계룡로 126-0,  1~6층 (봉명동)",042-821-0000,,2017-10-23,10,0,0,0,10,0,0,0,0,0,0,0,0,0,127.344198,36.352516,인큐베이터,3
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQyIyQ1IyQwMCQzNjEwMDIjNDEjJDEjJDgjJDgz,미즈파크산부인과의원,31,의원,310000,경기,312500,화성시,능동,18431,"경기도 화성시 동탄지성로 139, 2~8층 (능동, 양진빌딩)",031-8003-7575,http://www.dongtanmizpark.com,2008-10-14,4,0,0,0,4,0,0,0,0,0,0,0,0,0,127.0601939,37.2093431,인큐베이터,1
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ3MiQyNjE0ODEjNDEjJDEjJDgjJDgz,미즈피아병원,21,병원,240000,광주,240003,광주서구,치평동,61963,"광주광역시 서구 시청로 17, (치평동)",062-380-2000,,2008-11-01,22,0,0,0,22,0,0,0,0,0,0,0,0,0,126.851155,35.1500559,인큐베이터,2
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQxMyQ0NjE0ODEjNTEjJDEjJDIjJDgz,미즈피아산부인과의원,31,의원,310000,경기,311102,안산상록구,본오동,15541,"경기도 안산시 상록구 샘골로 112, (본오동)",031-407-0077,,2006-03-09,6,0,0,0,6,0,0,0,0,0,0,0,0,0,126.8632073,37.2937777,인큐베이터,1
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQ3MiQyNjE0ODEjNTEjJDEjJDIjJDgz,민전산부인과의원,31,의원,110000,서울,110005,구로구,개봉동,8274,"서울특별시 구로구 경인로 322, 1,2,4,5층 (개봉동)",02-2685-3388,,1985-12-06,3,0,0,0,3,0,0,0,0,0,0,0,0,0,126.8559362,37.4970579,인큐베이터,1
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQwMyQ0NjEwMDIjODEjJDEjJDYjJDgz,밝은미래산부인과의원,31,의원,110000,서울,110020,양천구,신정동,8054,"서울특별시 양천구 남부순환로 654, 4,5,6,9층 (신정동, 에이치앤씨티타워)",02-2687-3555,http://www.brightfuture.kr,2010-07-05,4,0,0,0,4,0,0,0,0,0,0,0,0,0,126.8418504,37.5107188,인큐베이터,1
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQxMyQyNjE0ODEjNDEjJDEjJDQjJDgz,베스트산부인과의원,31,의원,310000,경기,310602,수원장안구,천천동,16329,"경기도 수원시 장안구 만석로5번길 12-10, (천천동)",031-269-8833,,2002-03-06,7,0,0,0,7,0,0,0,0,0,0,0,0,0,126.9830872,37.2954938,인큐베이터,4
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQzIyQ2MiQyNjE0ODEjNjEjJDEjJDAjJDgz,별내마리산부인과의원,31,의원,310000,경기,311500,남양주시,별내동,12097,"경기도 남양주시 별내3로 320, 센트럴프라자 2~6층 (별내동)",031-564-7373,,2017-03-14,6,0,0,0,6,0,0,0,0,0,0,0,0,0,127.1178156,37.6660084,인큐베이터,2
JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQyIyQzIyQwMCQ0NjE0ODEjNDEjJDEjJDgjJDgz,보람산부인과의원,31,의원,380000,경남,380500,진주시,평거동,52677,"경상남도 진주시 진양호로 255, (평거동)",055-747-2112,,1998-12-17,3,0,0,0,3,0,0,0,0,0,0,0,0,0,128.0625655,35.1767654,인큐베이터,1
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQyIyQxIyQwMCQyNjE0ODEjNjEjJDEjJDgjJDgz,봄빛병원,21,병원,310000,경기,310702,안양동안구,호계동,14072,"경기도 안양시 동안구 평촌대로211번길 26, (호계동)",031-380-7300,http://www.bombit.or.kr,1998-02-21,32,3,0,0,29,0,0,0,0,0,0,0,0,0,126.9545214,37.3902239,인큐베이터,12
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjE4MzIjNjEjJDEjJDAjJDgz,부민병원,11,종합병원,110000,서울,110003,강서구,등촌동,7590,"서울특별시 강서구 공항대로 389, 부민병원 (등촌동)",1577-7582,http://www.bumin.co.kr/seoul,2011-04-14,61,7,1,0,53,0,0,0,0,0,0,0,0,0,126.8509273,37.556866,인큐베이터,1
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE0ODEjODEjJDEjJDYjJDgz,부산광역시의료원,11,종합병원,210000,부산,210013,부산연제구,거제동,47527,"부산광역시 연제구 월드컵대로 359, (거제동, 1동, 5동일부)",051-507-3000,http://www.busanmc.or.kr,1982-06-30,68,0,3,7,54,2,0,0,1,1,0,0,0,0,129.0592351,35.1872822,인큐베이터,3
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz,부산대학교병원,1,상급종합,210000,부산,210006,부산서구,아미동1가,49241,"부산광역시 서구 구덕로 179, (아미동1가)",240-7000,,1981-08-27,283,1,1,4,260,3,3,3,8,0,0,0,0,0,129.0188032,35.1008477,인큐베이터,36
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEwMDIjNjEjJDEjJDQjJDgz,부산성모병원(재단법인 천주교부산교구유지재단),11,종합병원,210000,부산,210001,부산남구,용호동,48575,"부산광역시 남구 용호로232번길 25-14, (용호동)",051-933-7114,http://bsm.or.kr,2006-06-02,77,2,3,8,62,0,0,0,2,0,0,0,0,0,129.109125,35.1104571,인큐베이터,19
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNDEjJDEjJDgjJDgz,부천세종병원,11,종합병원,310000,경기,310301,부천소사구,소사본동,14754,"경기도 부천시 소사구 호현로489번길 28, (소사본동, 세종병원)",1599-6677,http://www.sejongh.co.kr,1982-08-20,78,1,0,1,75,1,0,0,0,0,0,0,0,0,126.7913172,37.4809662,인큐베이터,1
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQyNjEwMDIjNTEjJDEjJDYjJDgz,분당서울대학교병원,1,상급종합,310000,경기,310403,성남분당구,구미동,13620,"경기도 성남시 분당구 구미로173번길 82, (구미동, 분당서울대학교병원)",031-787-2114,http://www.snubh.org/index.do,2003-04-15,617,9,0,32,546,2,3,15,10,0,0,0,0,0,127.1232509,37.3519807,인큐베이터,28
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQzIyQxMyQzNjE4MzIjNDEjJDEjJDQjJDgz,분당제일여성병원,21,병원,310000,경기,310403,성남분당구,서현동,13590,"경기도 성남시 분당구 서현로180번길 27, 1~6층 (서현동, 분당제일여성병원)",031-725-8500,,2006-08-07,36,2,0,0,34,0,0,0,0,0,0,0,0,0,127.1218166,37.3869717,인큐베이터,6
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjE4MzIjNDEjJDEjJDQjJDgz,비에스종합병원,11,종합병원,220000,인천,220100,인천강화군,강화읍,23037,"인천광역시 강화군 강화읍 충렬사로 31-0,",032-290-0001,,2018-11-06,22,1,0,0,19,1,0,0,1,0,0,0,0,0,126.4859916,37.7360483,인큐베이터,1
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz,비에이치에스한서병원,11,종합병원,210000,부산,210014,부산수영구,광안동,48253,"부산광역시 수영구 수영로 615, (광안동)",051-756-0081,http://www.hanseohospital.or.kr,1987-11-02,59,4,0,5,49,0,0,0,1,0,0,0,0,0,129.1131037,35.16088,인큐베이터,3
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ3OSQzNjE0ODEjODEjJDEjJDIjJDgz,빛고을여성병원,21,병원,240000,광주,240002,광주북구,양산동,61074,"광주광역시 북구 하서로 395, 빛고을 여성병원 2~7층 (양산동)",062-602-9000,,2014-04-14,19,0,0,0,19,0,0,0,0,0,0,0,0,0,126.8736234,35.2103889,인큐베이터,7
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ3MiQ0NjEwMDIjODEjJDEjJDIjJDgz,산본제일병원,21,병원,310000,경기,311400,군포시,산본동,15818,"경기도 군포시 산본로 374, (산본동)",031-396-3301,,1994-08-09,35,4,0,0,27,0,0,0,0,0,0,0,0,4,126.9311405,37.3636555,인큐베이터,3
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQ3MiQyNjEyMjIjNjEjJDEjJDQjJDgz,삼성미래산부인과의원,31,의원,310000,경기,310303,부천원미구,중동,14610,"경기도 부천시 원미구 부흥로 270, 1~6층, 부흥로 268, 1~3층, 5~6층 (중동)",032-662-6100,,2005-05-23,11,0,0,0,11,0,0,0,0,0,0,0,0,0,126.7725895,37.4947822,인큐베이터,3
